City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
253,Ashdod,IL,2021-12-21 05:30:20,31.8167,34.65,52.81,67,87,22.88
254,Morshansk,RU,2021-12-21 05:30:21,53.4435,41.8107,11.16,93,96,6.67
255,Poretskoye,RU,2021-12-21 05:30:21,55.1974,46.3291,9.01,98,88,3.8
256,Waingapu,ID,2021-12-21 05:30:21,-9.6567,120.2641,88.18,66,96,18.63
257,Leningradskiy,RU,2021-12-21 05:30:22,69.3833,178.4167,-7.89,67,100,25.14
258,Maloy,NO,2021-12-21 05:30:22,61.9353,5.1136,38.07,94,100,4.0
259,Tucuman,AR,2021-12-21 05:30:12,-26.8241,-65.2226,75.2,78,0,8.05
260,Verkhovazhye,RU,2021-12-21 05:30:23,60.7472,42.0465,-8.39,98,98,5.48
261,Gisborne,NZ,2021-12-21 05:29:51,-38.6533,178.0042,81.95,50,30,16.67
262,Puerto Leguizamo,CO,2021-12-21 05:30:24,-0.1934,-74.7819,76.91,83,100,0.76
263,Harper,LR,2021-12-21 05:30:24,4.375,-7.7169,77.68,84,25,3.27
264,Yining,CN,2021-12-21 05:30:25,29.0361,114.5636,65.68,35,0,2.75
265,Dingzhou,CN,2021-12-21 05:30:25,38.5131,114.9956,50.11,30,0,6.24
266,Mitu,CO,2021-12-21 05:30:25,1.1983,-70.1733,72.05,98,99,1.61
267,Coquimbo,CL,2021-12-21 05:30:26,-29.9533,-71.3436,60.53,88,90,3.44
268,Cidreira,BR,2021-12-21 05:30:26,-30.1811,-50.2056,70.41,94,3,6.35
269,Iqaluit,CA,2021-12-21 05:30:12,63.7506,-68.5145,-11.31,69,20,11.99
270,Havelock,US,2021-12-21 05:30:27,34.8791,-76.9013,42.93,86,75,1.99
271,Atascocita,US,2021-12-21 05:29:09,29.9988,-95.1766,48.94,81,1,1.01
272,Khandyga,RU,2021-12-21 05:30:28,62.6667,135.6,-38.45,96,100,0.72
273,Berlevag,NO,2021-12-21 05:30:28,70.8578,29.0864,27.36,66,100,5.64
274,Los Llanos De Aridane,ES,2021-12-21 05:30:29,28.6585,-17.9182,64.15,98,75,8.99
275,Kahramanmaras,TR,2021-12-21 05:30:29,38.0,37.0,29.03,99,99,2.91
276,Pittsfield,US,2021-12-21 05:30:30,42.4501,-73.2454,29.98,72,1,3.0
